,Year,country,crop_measurement,crops_type,crops_action,crop_value,import_export_value
27323,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,326.0
27324,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,87.0
27325,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,2596.0
27326,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,3008.0
27327,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,1161.0
27328,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,220.0
27329,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,53.0
27330,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,4442.0
27331,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,1869.0
27332,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,560.0
27333,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,228.0
27334,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,94.0
27335,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,2751.0
27336,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,6840.0
27337,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,2731.0
27338,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,924.0
27339,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,320.0
27340,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,65.0
27341,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,10880.0
27342,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,278.0
27343,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,484.0
27344,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,1001.0
27345,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,2136.0
27346,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,3899.0
27347,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,194.0
27348,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,295.0
27349,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,907.0
27350,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,8442.0
27351,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,9837.0
27352,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,1355.0
27353,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,1452.0
27354,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,5034.0
27355,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,6797.0
27356,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,14639.0
27357,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,6757.0
27358,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,9539.0
27359,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,6713.0
27360,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,6639.0
27361,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,29648.0
27362,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,7860.0
27363,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,4045.0
27364,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,9795.0
27365,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,6186.0
27366,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,27887.0
27367,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,16444.0
27368,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,15815.0
27369,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,23452.0
27370,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,30200.0
27371,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,4418.0
27372,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,90328.0
27373,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,2580.0
27374,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,338.0
27375,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,138.0
27376,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,53.0
27377,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,3109.0
27378,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,142.0
27379,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,54.0
27380,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,51.0
27381,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,36.0
27382,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,283.0
27383,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,9663.0
27384,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,1917.0
27385,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,496.0
27386,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,101.0
27387,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,12177.0
27388,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,13682.0
27389,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,3295.0
27390,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,536.0
27391,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,94.0
27392,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,17607.0
27393,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,11551.0
27394,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,2774.0
27395,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,871.0
27396,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,361.0
27397,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,15557.0
27398,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,37618.0
27399,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,8378.0
27400,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,2092.0
27401,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,645.0
27402,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,246.0
27403,2019,Ireland,hg/ha,"Broad beans, horse beans, dry",Yield,50481.0,48979.0
27404,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,563.0
27405,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,548.0
27406,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1973.0
27407,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,15016.0
27408,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,18100.0
27409,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,84.0
27410,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,223.0
27411,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,7042.0
27412,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,68299.0
27413,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,75648.0
27414,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,870.0
27415,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1232.0
27416,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,8974.0
27417,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,22344.0
27418,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,33420.0
27419,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2515.0
27420,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,3137.0
27421,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2193.0
27422,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,3018.0
27423,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,10863.0
27424,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,3680.0
27425,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,798.0
27426,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2674.0
27427,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,913.0
27428,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,8064.0
27429,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,7712.0
27430,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,5937.0
27431,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,22857.0
27432,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,109589.0
27433,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,5421.0
27434,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,151516.0
27435,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,464.0
27436,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,198.0
27437,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,104.0
27438,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,52.0
27439,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,818.0
27440,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,79.0
27441,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,49.0
27442,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,46.0
27443,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,34.0
27444,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,208.0
27445,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1420.0
27446,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,763.0
27447,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,326.0
27448,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,87.0
27449,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2596.0
27450,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,3008.0
27451,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1161.0
27452,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,220.0
27453,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,53.0
27454,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,4442.0
27455,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1869.0
27456,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,560.0
27457,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,228.0
27458,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,94.0
27459,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2751.0
27460,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,6840.0
27461,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2731.0
27462,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,924.0
27463,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,320.0
27464,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,65.0
27465,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,10880.0
27466,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,278.0
27467,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,484.0
27468,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1001.0
27469,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2136.0
27470,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,3899.0
27471,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,194.0
27472,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,295.0
27473,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,907.0
27474,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,8442.0
27475,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,9837.0
27476,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1355.0
27477,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1452.0
27478,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,5034.0
27479,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,6797.0
27480,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,14639.0
27481,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,6757.0
27482,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,9539.0
27483,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,6713.0
27484,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,6639.0
27485,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,29648.0
27486,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,7860.0
27487,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,4045.0
27488,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,9795.0
27489,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,6186.0
27490,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,27887.0
27491,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,16444.0
27492,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,15815.0
27493,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,23452.0
27494,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,30200.0
27495,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,4418.0
27496,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,90328.0
27497,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2580.0
27498,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,338.0
27499,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,138.0
27500,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,53.0
27501,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,3109.0
27502,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,142.0
27503,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,54.0
27504,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,51.0
27505,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,36.0
27506,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,283.0
27507,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,9663.0
27508,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,1917.0
27509,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,496.0
27510,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,101.0
27511,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,12177.0
27512,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,13682.0
27513,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,3295.0
27514,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,536.0
27515,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,94.0
27516,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,17607.0
27517,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,11551.0
27518,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2774.0
27519,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,871.0
27520,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,361.0
27521,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,15557.0
27522,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,37618.0
27523,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,8378.0
27524,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,2092.0
27525,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,645.0
27526,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,246.0
27527,2019,Ireland,tonnes,"Broad beans, horse beans, dry",Production,37760.0,48979.0
27528,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,563.0
27529,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,548.0
27530,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1973.0
27531,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,15016.0
27532,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,18100.0
27533,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,84.0
27534,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,223.0
27535,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,7042.0
27536,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,68299.0
27537,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,75648.0
27538,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,870.0
27539,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1232.0
27540,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,8974.0
27541,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,22344.0
27542,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,33420.0
27543,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2515.0
27544,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,3137.0
27545,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2193.0
27546,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,3018.0
27547,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,10863.0
27548,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,3680.0
27549,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,798.0
27550,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2674.0
27551,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,913.0
27552,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,8064.0
27553,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,7712.0
27554,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,5937.0
27555,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,22857.0
27556,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,109589.0
27557,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,5421.0
27558,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,151516.0
27559,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,464.0
27560,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,198.0
27561,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,104.0
27562,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,52.0
27563,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,818.0
27564,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,79.0
27565,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,49.0
27566,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,46.0
27567,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,34.0
27568,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,208.0
27569,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1420.0
27570,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,763.0
27571,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,326.0
27572,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,87.0
27573,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2596.0
27574,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,3008.0
27575,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1161.0
27576,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,220.0
27577,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,53.0
27578,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,4442.0
27579,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1869.0
27580,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,560.0
27581,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,228.0
27582,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,94.0
27583,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2751.0
27584,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,6840.0
27585,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2731.0
27586,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,924.0
27587,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,320.0
27588,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,65.0
27589,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,10880.0
27590,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,278.0
27591,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,484.0
27592,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1001.0
27593,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2136.0
27594,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,3899.0
27595,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,194.0
27596,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,295.0
27597,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,907.0
27598,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,8442.0
27599,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,9837.0
27600,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1355.0
27601,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1452.0
27602,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,5034.0
27603,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,6797.0
27604,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,14639.0
27605,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,6757.0
27606,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,9539.0
27607,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,6713.0
27608,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,6639.0
27609,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,29648.0
27610,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,7860.0
27611,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,4045.0
27612,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,9795.0
27613,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,6186.0
27614,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,27887.0
27615,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,16444.0
27616,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,15815.0
27617,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,23452.0
27618,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,30200.0
27619,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,4418.0
27620,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,90328.0
27621,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2580.0
27622,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,338.0
27623,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,138.0
27624,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,53.0
27625,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,3109.0
27626,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,142.0
27627,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,54.0
27628,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,51.0
27629,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,36.0
27630,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,283.0
27631,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,9663.0
27632,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,1917.0
27633,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,496.0
27634,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,101.0
27635,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,12177.0
27636,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,13682.0
27637,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,3295.0
27638,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,536.0
27639,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,94.0
27640,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,17607.0
27641,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,11551.0
27642,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2774.0
27643,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,871.0
27644,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,361.0
27645,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,15557.0
27646,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,37618.0
27647,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,8378.0
27648,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,2092.0
27649,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,645.0
27650,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,246.0
27651,2019,Ireland,tonnes,"Butter, cow milk",Production,250800.0,48979.0
27652,2019,Ireland,ha,Cabbages and other brassicas,Area harvested,920.0,563.0
